pokemon_id,pokemon_name,base_attack,base_defense,base_stamina,type,rarity,charged_moves,fast_moves,candy_required,distance,max_cp,attack_probability,base_capture_rate,base_flee_rate,dodge_probability,max_pokemon_action_frequency,min_pokemon_action_frequency,found_egg,found_evolution,found_wild,found_research,found_raid,found_photobomb
232,Donphan,214,185,207,['Ground'],Standard,"['Earthquake', 'Heavy Slam', 'Play Rough', 'Body Slam', 'Trailblaze']","['Tackle', 'Counter', 'Mud Slap', 'Charm']",50.0,3,3447,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
233,Porygon2,198,180,198,['Normal'],Standard,"['Solar Beam', 'Hyper Beam', 'Zap Cannon', 'Tri Attack']","['Hidden Power', 'Charge Beam', 'Lock On']",25.0,3,3101,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
234,Stantler,192,131,177,['Normal'],Standard,"['Stomp', 'Wild Charge', 'Megahorn']","['Tackle', 'Zen Headbutt']",0.0,3,2476,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
235,Smeargle,40,83,146,['Normal'],Standard,[],[],0.0,3,493,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,True
236,Tyrogue,64,64,111,['Fighting'],Standard,"['Brick Break', 'Rock Slide', 'Low Sweep']","['Rock Smash', 'Tackle']",0.0,5,563,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,False,True
237,Hitmontop,173,207,137,['Fighting'],Standard,"['Close Combat', 'Gyro Ball', 'Stone Edge', 'Triple Axel']","['Rock Smash', 'Counter']",25.0,5,2467,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
238,Smoochum,153,91,128,"['Ice', 'Psychic']",Standard,"['Ice Beam', 'Ice Punch', 'Psyshock']","['Powder Snow', 'Pound']",0.0,5,1477,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,False,True
239,Elekid,135,101,128,['Electric'],Standard,"['Thunder Punch', 'Brick Break', 'Discharge']","['Thunder Shock', 'Low Kick']",0.0,5,1380,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,False,True
240,Magby,151,99,128,['Fire'],Standard,"['Brick Break', 'Fire Punch', 'Flame Burst']","['Ember', 'Karate Chop']",0.0,5,1514,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,False,True
241,Miltank,157,193,216,['Normal'],Standard,"['Stomp', 'Body Slam', 'Gyro Ball', 'Thunderbolt', 'Ice Beam']","['Tackle', 'Zen Headbutt', 'Rollout']",0.0,5,2693,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
242,Blissey,129,169,496,['Normal'],Standard,"['Psychic', 'Hyper Beam', 'Dazzling Gleam']","['Pound', 'Zen Headbutt']",50.0,5,3155,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
243,Raikou,241,195,207,['Electric'],Legendary,"['Thunder', 'Thunderbolt', 'Wild Charge', 'Shadow Ball']","['Thunder Shock', 'Volt Switch']",0.0,20,3949,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
244,Entei,235,171,251,['Fire'],Legendary,"['Flamethrower', 'Fire Blast', 'Overheat', 'Iron Head', 'Flame Charge', 'Scorching Sands']","['Fire Spin', 'Fire Fang']",0.0,20,3973,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
245,Suicune,180,235,225,['Water'],Legendary,"['Hydro Pump', 'Bubble Beam', 'Water Pulse', 'Ice Beam', 'Scald']","['Extrasensory', 'Snarl', 'Ice Fang']",0.0,20,3412,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
246,Larvitar,115,93,137,"['Rock', 'Ground']",Standard,"['Stomp', 'Crunch', 'Ancient Power']","['Bite', 'Rock Smash']",0.0,5,1190,0.3,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,True,True
247,Pupitar,155,133,172,"['Rock', 'Ground']",Standard,"['Dig', 'Crunch', 'Ancient Power']","['Bite', 'Rock Smash']",25.0,5,2020,0.3,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
248,Tyranitar,251,207,225,"['Rock', 'Dark']",Standard,"['Fire Blast', 'Crunch', 'Stone Edge', 'Brutal Swing']","['Bite', 'Iron Tail']",100.0,5,4387,0.3,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
249,Lugia,193,310,235,"['Psychic', 'Flying']",Legendary,"['Sky Attack', 'Hydro Pump', 'Futuresight']","['Extrasensory', 'Dragon Tail']",0.0,20,4236,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
250,Ho-Oh,239,244,214,"['Fire', 'Flying']",Legendary,"['Brave Bird', 'Fire Blast', 'Solar Beam']","['Extrasensory', 'Steel Wing', 'Hidden Power', 'Incinerate']",0.0,20,4420,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
251,Celebi,210,210,225,"['Psychic', 'Grass']",Mythic,"['Hyper Beam', 'Psychic', 'Dazzling Gleam', 'Seed Bomb', 'Leaf Storm']","['Confusion', 'Charge Beam']",0.0,20,3735,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,True,False,False
252,Treecko,124,94,120,['Grass'],Standard,"['Energy Ball', 'Aerial Ace', 'Grass Knot']","['Pound', 'Bullet Seed']",0.0,3,1204,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
253,Grovyle,172,120,137,['Grass'],Standard,"['Leaf Blade', 'Aerial Ace', 'Grass Knot']","['Quick Attack', 'Bullet Seed']",25.0,3,1914,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
254,Sceptile,223,169,172,['Grass'],Standard,"['Leaf Blade', 'Aerial Ace', 'Earthquake', 'Dragon Claw', 'Breaking Swipe']","['Fury Cutter', 'Bullet Seed']",100.0,3,3154,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
255,Torchic,130,87,128,['Fire'],Standard,"['Flame Charge', 'Flamethrower', 'Rock Tomb']","['Scratch', 'Ember']",0.0,3,1251,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
256,Combusken,163,115,155,"['Fire', 'Fighting']",Standard,"['Flame Charge', 'Flamethrower', 'Rock Slide']","['Peck', 'Ember']",25.0,3,1890,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
257,Blaziken,240,141,190,"['Fire', 'Fighting']",Standard,"['Focus Blast', 'Overheat', 'Brave Bird', 'Blaze Kick']","['Counter', 'Fire Spin']",100.0,3,3258,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
258,Mudkip,126,93,137,['Water'],Standard,"['Dig', 'Sludge', 'Stomp']","['Tackle', 'Water Gun']",0.0,3,1290,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
259,Marshtomp,156,133,172,"['Water', 'Ground']",Standard,"['Mud Bomb', 'Sludge', 'Surf']","['Mud Shot', 'Water Gun']",25.0,3,2032,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
260,Swampert,208,175,225,"['Water', 'Ground']",Standard,"['Earthquake', 'Sludge Wave', 'Surf', 'Muddy Water']","['Mud Shot', 'Water Gun']",100.0,3,3402,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
261,Poochyena,96,61,111,['Dark'],Standard,"['Crunch', 'Dig', 'Poison Fang']","['Tackle', 'Snarl']",0.0,1,776,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,False,True
262,Mightyena,171,132,172,['Dark'],Standard,"['Crunch', 'Play Rough', 'Poison Fang']","['Bite', 'Fire Fang', 'Thunder Fang', 'Ice Fang']",50.0,1,2203,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
263,Zigzagoon,58,80,116,"['Dark', 'Normal']",Standard,"['Dig', 'Body Slam', 'Swift']","['Tackle', 'Take Down']",0.0,1,581,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
264,Linoone,142,128,186,"['Dark', 'Normal']",Standard,"['Dig', 'Body Slam', 'Gunk Shot']","['Snarl', 'Lick']",25.0,1,1901,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
265,Wurmple,75,59,128,['Bug'],Standard,['Struggle'],"['Tackle', 'Bug Bite']",0.0,1,661,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,True,True
266,Silcoon,60,77,137,['Bug'],Standard,['Struggle'],"['Poison Sting', 'Bug Bite']",12.0,1,633,0.05,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
267,Beautifly,189,98,155,"['Bug', 'Flying']",Standard,"['Silver Wind', 'Air Cutter', 'Bug Buzz']","['Struggle Bug', 'Infestation']",50.0,1,2020,0.1,-1.0,-1.0,0.3,1.6,0.2,False,True,True,True,False,True
268,Cascoon,60,77,137,['Bug'],Standard,['Struggle'],"['Poison Sting', 'Bug Bite']",12.0,1,633,0.05,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
269,Dustox,98,162,155,"['Bug', 'Poison']",Standard,"['Silver Wind', 'Sludge Bomb', 'Bug Buzz']","['Struggle Bug', 'Confusion']",50.0,1,1400,0.1,-1.0,-1.0,0.3,1.6,0.2,False,True,True,True,False,True
270,Lotad,71,77,120,"['Water', 'Grass']",Standard,"['Bubble Beam', 'Energy Ball', 'Scald']","['Water Gun', 'Razor Leaf']",0.0,3,684,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
271,Lombre,112,119,155,"['Water', 'Grass']",Standard,"['Bubble Beam', 'Ice Beam', 'Grass Knot', 'Scald']","['Bubble', 'Razor Leaf']",25.0,3,1369,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
272,Ludicolo,173,176,190,"['Water', 'Grass']",Standard,"['Hydro Pump', 'Blizzard', 'Solar Beam', 'Ice Beam', 'Energy Ball', 'Leaf Storm', 'Scald']","['Bubble', 'Razor Leaf']",100.0,3,2658,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
273,Seedot,71,77,120,['Grass'],Standard,"['Energy Ball', 'Grass Knot', 'Foul Play']","['Bullet Seed', 'Quick Attack']",0.0,3,684,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
274,Nuzleaf,134,78,172,"['Grass', 'Dark']",Standard,"['Leaf Blade', 'Grass Knot', 'Foul Play']","['Razor Leaf', 'Feint Attack']",25.0,3,1404,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
275,Shiftry,200,121,207,"['Grass', 'Dark']",Standard,"['Leaf Blade', 'Hurricane', 'Foul Play', 'Leaf Tornado']","['Razor Leaf', 'Feint Attack', 'Snarl']",100.0,3,2669,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
276,Taillow,106,61,120,"['Normal', 'Flying']",Standard,['Aerial Ace'],"['Peck', 'Quick Attack']",0.0,1,875,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
277,Swellow,185,124,155,"['Normal', 'Flying']",Standard,"['Aerial Ace', 'Brave Bird', 'Sky Attack']","['Wing Attack', 'Steel Wing']",50.0,1,2196,0.1,-1.0,-1.0,0.2,1.6,0.2,False,True,True,True,True,True
278,Wingull,106,61,120,"['Water', 'Flying']",Standard,"['Water Pulse', 'Air Cutter', 'Ice Beam']","['Water Gun', 'Quick Attack']",0.0,3,875,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,True,True
279,Pelipper,175,174,155,"['Water', 'Flying']",Standard,"['Hydro Pump', 'Hurricane', 'Blizzard', 'Weather Ball Water']","['Water Gun', 'Wing Attack']",50.0,3,2433,0.1,-1.0,-1.0,0.2,1.6,0.2,False,True,True,True,True,True
280,Ralts,79,59,99,"['Psychic', 'Fairy']",Standard,"['Psyshock', 'Disarming Voice', 'Shadow Sneak']","['Confusion', 'Charge Beam']",0.0,5,616,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,True,True
281,Kirlia,117,90,116,"['Psychic', 'Fairy']",Standard,"['Psychic', 'Disarming Voice', 'Shadow Sneak', 'Triple Axel', 'Draining Kiss']","['Confusion', 'Charge Beam', 'Magical Leaf']",25.0,5,1106,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
282,Gardevoir,237,195,169,"['Psychic', 'Fairy']",Standard,"['Psychic', 'Dazzling Gleam', 'Shadow Ball', 'Triple Axel']","['Confusion', 'Charge Beam', 'Charm', 'Magical Leaf']",100.0,5,3539,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
283,Surskit,93,87,120,"['Bug', 'Water']",Standard,"['Aqua Jet', 'Bubble Beam', 'Signal Beam']","['Bubble', 'Bug Bite']",0.0,1,905,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
284,Masquerain,192,150,172,"['Bug', 'Flying']",Standard,"['Air Cutter', 'Ominous Wind', 'Silver Wind', 'Bubble Beam', 'Lunge']","['Infestation', 'Air Slash']",50.0,1,2598,0.1,-1.0,-1.0,0.2,1.6,0.2,False,True,True,True,False,True
285,Shroomish,74,110,155,['Grass'],Standard,"['Seed Bomb', 'Grass Knot', 'Energy Ball']","['Tackle', 'Bullet Seed']",0.0,3,927,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
286,Breloom,241,144,155,"['Grass', 'Fighting']",Standard,"['Dynamic Punch', 'Seed Bomb', 'Sludge Bomb']","['Counter', 'Bullet Seed']",50.0,3,3007,0.3,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
287,Slakoth,104,92,155,['Normal'],Standard,"['Body Slam', 'Night Slash', 'Brick Break']",['Yawn'],0.0,5,1146,0.01,-1.0,-1.0,0.0,1.6,0.2,False,False,True,True,False,True
288,Vigoroth,159,145,190,['Normal'],Standard,"['Body Slam', 'Bulldoze', 'Brick Break', 'Rock Slide']","['Scratch', 'Counter']",25.0,5,2251,0.7,-1.0,-1.0,0.2,1.6,0.2,False,True,True,True,False,True
289,Slaking,290,166,284,['Normal'],Standard,"['Hyper Beam', 'Play Rough', 'Earthquake']",['Yawn'],100.0,5,5069,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
290,Nincada,80,126,104,"['Bug', 'Ground']",Standard,"['Night Slash', 'Bug Buzz', 'Aerial Ace']","['Scratch', 'Bug Bite']",0.0,5,879,0.1,-1.0,-1.0,0.05,1.6,0.2,False,False,True,True,False,True
291,Ninjask,199,112,156,"['Bug', 'Flying']",Standard,"['Shadow Ball', 'Bug Buzz', 'Aerial Ace']","['Fury Cutter', 'Metal Claw']",50.0,5,2253,0.1,-1.0,-1.0,0.3,1.6,0.2,False,True,True,True,True,True
292,Shedinja,153,73,1,"['Bug', 'Ghost']",Standard,"['Shadow Sneak', 'Aerial Ace', 'Dig']","['Bug Bite', 'Shadow Claw']",0.0,5,450,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
293,Whismur,92,42,162,['Normal'],Standard,"['Stomp', 'Disarming Voice', 'Flamethrower']","['Pound', 'Astonish']",0.0,1,767,0.3,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
294,Loudred,134,81,197,['Normal'],Standard,"['Stomp', 'Disarming Voice', 'Flamethrower']","['Bite', 'Rock Smash']",12.0,1,1518,0.3,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
295,Exploud,179,137,232,['Normal'],Standard,"['Crunch', 'Disarming Voice', 'Fire Blast', 'Boomburst']","['Bite', 'Astonish']",50.0,1,2685,0.4,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
296,Makuhita,99,54,176,['Fighting'],Standard,"['Heavy Slam', 'Low Sweep', 'Cross Chop']","['Rock Smash', 'Tackle']",0.0,3,935,0.2,-1.0,-1.0,0.05,1.6,0.2,True,False,True,True,True,True
297,Hariyama,209,114,302,['Fighting'],Standard,"['Heavy Slam', 'Close Combat', 'Dynamic Punch', 'Super Power']","['Counter', 'Bullet Punch']",50.0,3,3236,0.2,-1.0,-1.0,0.05,1.6,0.2,False,True,True,True,True,True
298,Azurill,36,71,137,"['Normal', 'Fairy']",Standard,"['Bubble Beam', 'Ice Beam', 'Body Slam']","['Splash', 'Bubble']",0.0,3,416,0.1,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,False,True
299,Nosepass,82,215,102,['Rock'],Standard,"['Rock Blast', 'Rock Slide', 'Thunderbolt']","['Rock Throw', 'Spark']",0.0,3,1136,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
300,Skitty,84,79,137,['Normal'],Standard,"['Dig', 'Disarming Voice', 'Wild Charge']","['Feint Attack', 'Tackle']",0.0,3,845,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
301,Delcatty,132,127,172,['Normal'],Standard,"['Play Rough', 'Disarming Voice', 'Wild Charge']","['Feint Attack', 'Zen Headbutt', 'Charm']",50.0,3,1711,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
302,Sableye,141,136,137,"['Dark', 'Ghost']",Standard,"['Power Gem', 'Foul Play', 'Shadow Sneak']","['Shadow Claw', 'Feint Attack']",0.0,5,1688,0.3,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,True,True
303,Mawile,155,141,137,"['Steel', 'Fairy']",Standard,"['Play Rough', 'Vice Grip', 'Iron Head', 'Power Up Punch']","['Bite', 'Astonish', 'Ice Fang', 'Fire Fang', 'Fairy Wind']",0.0,5,1870,0.2,-1.0,-1.0,0.2,1.6,0.2,False,False,True,True,True,True
304,Aron,121,141,137,"['Steel', 'Rock']",Standard,"['Iron Head', 'Rock Tomb', 'Body Slam']","['Tackle', 'Metal Claw']",0.0,1,1496,0.2,-1.0,-1.0,0.05,1.6,0.2,True,False,True,True,True,True
305,Lairon,158,198,155,"['Steel', 'Rock']",Standard,"['Body Slam', 'Rock Slide', 'Heavy Slam', 'Rock Tomb']","['Metal Claw', 'Iron Tail']",25.0,1,2352,0.2,-1.0,-1.0,0.1,1.6,0.2,False,True,True,True,True,True
306,Aggron,198,257,172,"['Steel', 'Rock']",Standard,"['Thunder', 'Stone Edge', 'Heavy Slam', 'Rock Tomb', 'Meteor Beam']","['Dragon Tail', 'Iron Tail', 'Smack Down']",100.0,1,3432,0.3,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
307,Meditite,78,107,102,"['Fighting', 'Psychic']",Standard,"['Ice Punch', 'Psyshock', 'Low Sweep']","['Confusion', 'Rock Smash']",0.0,3,793,0.2,-1.0,-1.0,0.15,1.6,0.2,True,False,True,True,True,True
308,Medicham,121,152,155,"['Fighting', 'Psychic']",Standard,"['Ice Punch', 'Psychic', 'Dynamic Punch', 'Power Up Punch']","['Psycho Cut', 'Counter']",50.0,3,1637,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
309,Electrike,123,78,120,['Electric'],Standard,"['Thunderbolt', 'Discharge', 'Swift']","['Quick Attack', 'Spark']",0.0,3,1104,0.1,-1.0,-1.0,0.25,1.6,0.2,False,False,True,True,True,True
310,Manectric,215,127,172,['Electric'],Standard,"['Thunder', 'Wild Charge', 'Flame Burst', 'Overheat', 'Psychic Fangs']","['Snarl', 'Charge Beam', 'Thunder Fang']",50.0,3,2678,0.1,-1.0,-1.0,0.25,1.6,0.2,False,True,True,True,True,True
311,Plusle,167,129,155,['Electric'],Standard,"['Thunderbolt', 'Discharge', 'Swift', 'Grass Knot']","['Spark', 'Quick Attack']",0.0,3,2034,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
312,Minun,147,150,155,['Electric'],Standard,"['Thunderbolt', 'Discharge', 'Swift', 'Grass Knot']","['Spark', 'Quick Attack']",0.0,3,1938,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
313,Volbeat,143,166,163,['Bug'],Standard,"['Signal Beam', 'Bug Buzz', 'Thunderbolt']","['Struggle Bug', 'Tackle']",0.0,3,2026,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
314,Illumise,143,166,163,['Bug'],Standard,"['Silver Wind', 'Bug Buzz', 'Dazzling Gleam']","['Struggle Bug', 'Tackle']",0.0,3,2026,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
315,Roselia,186,131,137,"['Grass', 'Poison']",Standard,"['Petal Blizzard', 'Sludge Bomb', 'Dazzling Gleam']","['Poison Jab', 'Razor Leaf', 'Magical Leaf']",25.0,3,2139,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
316,Gulpin,80,99,172,['Poison'],Standard,"['Sludge', 'Gunk Shot', 'Ice Beam']","['Pound', 'Rock Smash']",0.0,1,991,0.1,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,True,True
317,Swalot,140,159,225,['Poison'],Standard,"['Gunk Shot', 'Sludge Bomb', 'Ice Beam', 'Acid Spray']","['Rock Smash', 'Infestation', 'Mud Shot']",50.0,1,2263,0.1,-1.0,-1.0,0.1,1.6,0.2,False,True,True,True,True,True
318,Carvanha,171,39,128,"['Water', 'Dark']",Standard,"['Aqua Jet', 'Crunch', 'Poison Fang']","['Bite', 'Snarl']",0.0,3,1167,0.3,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
319,Sharpedo,243,83,172,"['Water', 'Dark']",Standard,"['Hydro Pump', 'Crunch', 'Poison Fang']","['Bite', 'Waterfall']",50.0,3,2495,0.5,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
320,Wailmer,136,68,277,['Water'],Standard,"['Heavy Slam', 'Water Pulse', 'Body Slam', 'Scald']","['Splash', 'Water Gun']",0.0,1,1679,0.05,-1.0,-1.0,0.05,1.6,0.2,True,False,True,True,True,True
321,Wailord,175,87,347,['Water'],Standard,"['Surf', 'Blizzard', 'Hyper Beam', 'Scald']","['Zen Headbutt', 'Water Gun']",400.0,1,2608,0.05,-1.0,-1.0,0.0,1.6,0.2,False,True,True,True,False,True
322,Numel,119,79,155,"['Fire', 'Ground']",Standard,"['Bulldoze', 'Heat Wave', 'Stomp']","['Ember', 'Tackle']",0.0,3,1210,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
323,Camerupt,194,136,172,"['Fire', 'Ground']",Standard,"['Earthquake', 'Overheat', 'Solar Beam', 'Earth Power']","['Ember', 'Rock Smash', 'Incinerate']",50.0,3,2509,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
324,Torkoal,151,203,172,['Fire'],Standard,"['Overheat', 'Solar Beam', 'Earthquake']","['Fire Spin', 'Ember']",0.0,3,2394,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
325,Spoink,125,122,155,['Psychic'],Standard,"['Psybeam', 'Shadow Ball', 'Mirror Coat']","['Splash', 'Zen Headbutt']",0.0,1,1526,0.2,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
326,Grumpig,171,188,190,['Psychic'],Standard,"['Psychic', 'Shadow Ball', 'Mirror Coat']","['Charge Beam', 'Extrasensory']",50.0,1,2711,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
327,Spinda,116,116,155,['Normal'],Standard,"['Dig', 'Rock Tomb', 'Icy Wind']","['Sucker Punch', 'Psycho Cut']",0.0,3,1396,0.01,-1.0,-1.0,0.4,1.6,0.2,False,False,False,True,True,False
328,Trapinch,162,78,128,['Ground'],Standard,"['Sand Tomb', 'Dig', 'Crunch', 'Scorching Sands']","['Mud Shot', 'Struggle Bug', 'Sand Attack']",0.0,5,1458,0.2,-1.0,-1.0,0.05,1.6,0.2,False,False,True,True,True,True
329,Vibrava,134,99,137,"['Ground', 'Dragon']",Standard,"['Sand Tomb', 'Bulldoze', 'Bug Buzz', 'Scorching Sands']","['Mud Shot', 'Dragon Breath', 'Sand Attack']",25.0,5,1401,0.2,-1.0,-1.0,0.3,1.6,0.2,False,True,True,True,True,True
330,Flygon,205,168,190,"['Ground', 'Dragon']",Standard,"['Earthquake', 'Dragon Claw', 'Stone Edge', 'Boomburst', 'Scorching Sands']","['Mud Shot', 'Dragon Tail', 'Sand Attack']",100.0,5,3044,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
331,Cacnea,156,74,137,['Grass'],Standard,"['Grass Knot', 'Brick Break', 'Seed Bomb', 'Payback', 'Trailblaze']","['Poison Sting', 'Sucker Punch', 'Sand Attack']",0.0,3,1421,0.2,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,True,True
332,Cacturne,221,115,172,"['Grass', 'Dark']",Standard,"['Dark Pulse', 'Dynamic Punch', 'Grass Knot', 'Payback', 'Trailblaze']","['Poison Jab', 'Sucker Punch', 'Sand Attack']",50.0,3,2629,0.3,-1.0,-1.0,0.1,1.6,0.2,False,True,True,True,True,True
333,Swablu,76,132,128,"['Normal', 'Flying']",Standard,"['Disarming Voice', 'Aerial Ace', 'Ice Beam']","['Peck', 'Astonish']",0.0,1,942,0.05,-1.0,-1.0,0.2,1.6,0.2,True,False,True,True,True,True
334,Altaria,141,201,181,"['Dragon', 'Flying']",Standard,"['Sky Attack', 'Dazzling Gleam', 'Dragon Pulse']","['Peck', 'Dragon Breath']",400.0,1,2293,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
335,Zangoose,222,124,177,['Normal'],Standard,"['Close Combat', 'Night Slash', 'Dig']","['Fury Cutter', 'Shadow Claw']",0.0,3,2766,0.2,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
336,Seviper,196,118,177,['Poison'],Standard,"['Poison Fang', 'Crunch', 'Wrap']","['Poison Jab', 'Iron Tail']",0.0,3,2409,0.2,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
337,Lunatone,178,153,207,"['Rock', 'Psychic']",Standard,"['Psychic', 'Rock Slide', 'Moonblast']","['Rock Throw', 'Confusion', 'Psywave']",0.0,3,2663,0.1,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,True,True
338,Solrock,178,153,207,"['Rock', 'Psychic']",Standard,"['Psychic', 'Rock Slide', 'Solar Beam']","['Rock Throw', 'Confusion', 'Psywave']",0.0,3,2663,0.1,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,True,True
339,Barboach,93,82,137,"['Water', 'Ground']",Standard,"['Aqua Tail', 'Ice Beam', 'Mud Bomb', 'Scald']","['Water Gun', 'Mud Shot']",0.0,1,937,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
340,Whiscash,151,141,242,"['Water', 'Ground']",Standard,"['Water Pulse', 'Blizzard', 'Mud Bomb', 'Scald']","['Water Gun', 'Mud Shot']",50.0,1,2374,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
341,Corphish,141,99,125,['Water'],Standard,"['Vice Grip', 'Bubble Beam', 'Aqua Jet', 'Razor Shell', 'Scald']","['Bubble', 'Rock Smash']",0.0,3,1408,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
342,Crawdaunt,224,142,160,"['Water', 'Dark']",Standard,"['Vice Grip', 'Bubble Beam', 'Night Slash', 'Crabhammer', 'Razor Shell', 'Scald']","['Waterfall', 'Snarl']",50.0,3,2830,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
